MolClin	RefNo	InvNo	OrderNo	Prefix	Gene	Suffix
C	11243	1	1		IGH/CCND1	
C	11243	1	2		IGH	+
C	11243	1	3		CCND1	+
C	11243	1	4		IGH/FGFR3	
C	11243	1	5		IGH	+
C	11243	1	6		FGFR3	+
C	11243	1	7		IGH/MAF	
C	11243	1	8		IGH	+
C	11243	1	9		MAF	+
C	11262	1	1		KMT2A/AFF1	
C	11262	1	2		KMT2A	+
C	11262	1	3		AFF1	+
C	11262	1	4		KMT2A	+
C	11300	1	1		IGH/NSD2	
C	11300	1	2		IGH	+
C	11300	1	3		NSD2	+
C	11322	1	1		IGH/BCL2	
C	11322	1	2		IGH	+
C	11322	1	3		BCL2	+
C	11322	1	4		MYC	+
C	11337	1	1		CRTC1/MAML2	
C	11337	1	2		CRTC1	+
C	11337	1	3		MAML2	+
C	11373	1	1		RUNX1/RUNX1T1	
C	11373	1	2		RUNX1	+
C	11373	1	3		RUNX1T1	+
C	11377	1	1		KMT2A	+
C	11408	1	1		ETV6/RUNX1	
C	11408	1	2		ETV6	+
C	11408	1	3		RUNX1	+
C	11419	1	1		BCR/ABL1	
C	11419	1	2		BCR	+
C	11419	1	3		ABL1	+
C	11459	1	1		MNX1/ETV6	
C	11459	1	2		MNX1	+
C	11459	1	3		ETV6	+
C	11475	1	1		RUNX1/MECOM	
C	11475	1	2		RUNX1	+
C	11475	1	3		MECOM	+
C	11475	2	1		RUNX1/MECOM	
C	11475	2	2		RUNX1	+
C	11475	2	3		MECOM	+
C	11476	1	1		KMT2A	+
C	11486	1	1		ETV6/RUNX1	
C	11486	1	2		ETV6	+
C	11486	1	3		RUNX1	+
C	11496	1	1		ETV6/NTRK3	
C	11496	1	2		ETV6	+
C	11496	1	3		NTRK3	+
C	11498	1	1	+	MYCN	
C	11501	1	1		SS18/SSX1	
C	11501	1	2		SS18	+
C	11501	1	3		SSX1	+
C	11501	1	4		SS18/SSX2	
C	11501	1	5		SS18	+
C	11501	1	6		SSX2	+
C	11502	1	1		ETV6/RUNX1	
C	11502	1	2		ETV6	+
C	11502	1	3		RUNX1	+
C	11508	1	1		ETV6/RUNX1	
C	11508	1	2		ETV6	+
C	11508	1	3		RUNX1	+
C	11515	1	1		BCR/ABL1	
C	11515	1	2		BCR	+
C	11515	1	3		ABL1	+
C	11516	1	1		KMT2A	+
C	11535	1	1		TCF3/PBX1	
C	11535	1	2		TCF3	+
C	11535	1	3		PBX1	+
C	11555	1	1		KMT2A	+
C	11566	1	1		KMT2A	+
C	11596	1	1		ETV6/RUNX1	
C	11596	1	2		ETV6	+
C	11596	1	3		RUNX1	+
C	11615	1	1		IGH/CCND1	
C	11615	1	2		IGH	+
C	11615	1	3		CCND1	+
C	11615	1	4		IGH/CCND3	
C	11615	1	5		IGH	+
C	11615	1	6		CCND3	+
C	11615	1	7		IGH/FGFR3	
C	11615	1	8		IGH	+
C	11615	1	9		FGFR3	+
C	11615	1	10		IGH/MAF	
C	11615	1	11		IGH	+
C	11615	1	12		MAF	+
C	11615	1	13		IGH/MAFB	
C	11615	1	14		IGH	+
C	11615	1	15		MAFB	+
C	11627	1	1		NUP98	+
C	11627	2	1		NUP98	+
C	11628	1	1		IGH/CCND1	
C	11628	1	2		IGH	+
C	11628	1	3		CCND1	+
C	11628	1	4		IGH/FGFR3	
C	11628	1	5		IGH	+
C	11628	1	6		FGFR3	+
C	11628	1	7		IGH/MAF	
C	11628	1	8		IGH	+
C	11628	1	9		MAF	+
C	11665	1	1		IGH/BCL2	
C	11665	1	2		IGH	+
C	11665	1	3		BCL2	+
C	11684	1	1		PICALM/MLLT10	
C	11684	1	2		PICALM	+
C	11684	1	3		MLLT10	+
C	11684	1	4		TAL1	+
C	11684	1	5		TLX1	+
C	11684	1	6		TLX3	+
C	11734	1	1		TMPRSS2/ERG	
C	11734	1	2		TMPRSS2	+
C	11734	1	3		ERG	+
C	11750	1	1		NUP214/ABL1	
C	11750	1	2		NUP214	+
C	11750	1	3		ABL1	+
C	11756	1	1		BCR/ABL1	
C	11756	1	2		BCR	+
C	11756	1	3		ABL1	+
C	11769	1	1		JAZF1/SUZ12	
C	11769	1	2		JAZF1	+
C	11769	1	3		SUZ12	+
C	11774	1	1		TRB/HOXA1	
C	11774	1	2		TRB	+
C	11774	1	3		HOXA1	+
C	11775	1	1		IGH/CCND1	
C	11775	1	2		IGH	+
C	11775	1	3		CCND1	+
C	11775	1	4		IGH/FGFR3	
C	11775	1	5		IGH	+
C	11775	1	6		FGFR3	+
C	11775	1	7		IGH/MAF	
C	11775	1	8		IGH	+
C	11775	1	9		MAF	+
C	11804	1	1		BCR/ABL1	
C	11804	1	2		BCR	+
C	11804	1	3		ABL1	+
C	11804	1	4		ETV6/RUNX1	
C	11804	1	5		ETV6	+
C	11804	1	6		RUNX1	+
C	11806	1	1		BCR/ABL1	
C	11806	1	2		BCR	+
C	11806	1	3		ABL1	+
C	11806	1	4		KMT2A	+
C	11827	1	1		TMPRSS2/ERG	
C	11827	1	2		TMPRSS2	+
C	11827	1	3		ERG	+
C	11834	1	1	+	RUNX1	
C	11844	1	1		IGH/CCND1	
C	11844	1	2		IGH	+
C	11844	1	3		CCND1	+
C	11855	1	1		CBFB/MYH11	
C	11855	1	2		CBFB	+
C	11855	1	3		MYH11	+
C	11887	1	1		ETV6/RUNX1	
C	11887	1	2		ETV6	+
C	11887	1	3		RUNX1	+
C	11892	1	1		ETV6/RUNX1	
C	11892	1	2		ETV6	+
C	11892	1	3		RUNX1	+
C	11893	1	1		BCR/ABL1	
C	11893	1	2		BCR	+
C	11893	1	3		ABL1	+
C	11899	1	1		IGH/CCND1	
C	11899	1	2		IGH	+
C	11899	1	3		CCND1	+
C	11899	1	4		IGH/FGFR3	
C	11899	1	5		IGH	+
C	11899	1	6		FGFR3	+
C	11899	1	7		IGH/MAF	
C	11899	1	8		IGH	+
C	11899	1	9		MAF	+
C	11899	1	10		MYC	+
C	11902	1	1		BCR/ABL1	
C	11902	1	2		BCR	+
C	11902	1	3		ABL1	+
C	11902	1	4		KMT2A	+
C	11927	1	1		BCR/ABL1	
C	11927	1	2		BCR	+
C	11927	1	3		ABL1	+
C	11927	1	4		KMT2A/AFF1	
C	11927	1	5		KMT2A	+
C	11927	1	6		AFF1	+
C	11927	1	7		TCF3/PBX1	
C	11927	1	8		TCF3	+
C	11927	1	9		PBX1	+
C	11934	1	1		TMPRSS2/ERG	
C	11934	1	2		TMPRSS2	+
C	11934	1	3		ERG	+
C	11943	1	1		IGH/CCND1	
C	11943	1	2		IGH	+
C	11943	1	3		CCND1	+
C	11943	1	4		IGH/FGFR3	
C	11943	1	5		IGH	+
C	11943	1	6		FGFR3	+
C	11957	1	1		TMPRSS2/ERG	
C	11957	1	2		TMPRSS2	+
C	11957	1	3		ERG	+
C	11971	1	1		TMPRSS2/ERG	
C	11971	1	2		TMPRSS2	+
C	11971	1	3		ERG	+
C	11971	1	4		TMPRSS2/ETV1	
C	11971	1	5		TMPRSS2	+
C	11971	1	6		ETV1	+
C	11971	1	7		TMPRSS2/ETV4	
C	11971	1	8		TMPRSS2	+
C	11971	1	9		ETV4	+
C	11987	1	1		PAX3/FOXO1	
C	11987	1	2		PAX3	+
C	11987	1	3		FOXO1	+
C	11987	1	4		PAX7/FOXO1	
C	11987	1	5		PAX7	+
C	11987	1	6		FOXO1	+
C	11997	1	1		TMPRSS2/ERG	
C	11997	1	2		TMPRSS2	+
C	11997	1	3		ERG	+
C	12006	1	1		PAX3/FOXO1	
C	12006	1	2		PAX3	+
C	12006	1	3		FOXO1	+
C	12006	1	4		PAX7/FOXO1	
C	12006	1	5		PAX7	+
C	12006	1	6		FOXO1	+
C	12008	1	1		PML/RARA	
C	12008	1	2		PML	+
C	12008	1	3		RARA	+
C	12009	1	1		IGH/CCND1	
C	12009	1	2		IGH	+
C	12009	1	3		CCND1	+
C	12009	1	4		IGH/FGFR3	
C	12009	1	5		IGH	+
C	12009	1	6		FGFR3	+
C	12039	1	1		BCR/ABL1	
C	12039	1	2		BCR	+
C	12039	1	3		ABL1	+
C	12058	1	1		ETV6/RUNX1	
C	12058	1	2		ETV6	+
C	12058	1	3		RUNX1	+
C	12062	1	1		PML/RARA	
C	12062	1	2		PML	+
C	12062	1	3		RARA	+
C	12069	1	1		BCR/ABL1	
C	12069	1	2		BCR	+
C	12069	1	3		ABL1	+
C	12069	1	4		KMT2A/AFF1	
C	12069	1	5		KMT2A	+
C	12069	1	6		AFF1	+
C	12069	1	7		TCF3/PBX1	
C	12069	1	8		TCF3	+
C	12069	1	9		PBX1	+
C	12075	1	1		FUS/DDIT3	
C	12075	1	2		FUS	+
C	12075	1	3		DDIT3	+
C	12088	1	1		TFE3	+
C	12090	1	1		TMPRSS2/ERG	
C	12090	1	2		TMPRSS2	+
C	12090	1	3		ERG	+
C	12112	1	1		BCR/ABL1	
C	12112	1	2		BCR	+
C	12112	1	3		ABL1	+
C	12126	1	1		CBFB/MYH11	
C	12126	1	2		CBFB	+
C	12126	1	3		MYH11	+
C	12127	1	1		KMT2A/AFF1	
C	12127	1	2		KMT2A	+
C	12127	1	3		AFF1	+
C	12130	1	1		TCF3/HLF	
C	12130	1	2		TCF3	+
C	12130	1	3		HLF	+
C	12138	1	1		IGH/FGFR3	
C	12138	1	2		IGH	+
C	12138	1	3		FGFR3	+
C	12138	1	4		IGH/NSD2	
C	12138	1	5		IGH	+
C	12138	1	6		NSD2	+
C	12140	1	1		IGH	+
C	12147	1	1		TMPRSS2/ERG	
C	12147	1	2		TMPRSS2	+
C	12147	1	3		ERG	+
C	12153	2	1		FUS/CREB3L1	
C	12153	2	2		FUS	+
C	12153	2	3		CREB3L1	+
C	12153	3	1		FUS/CREB3L2	
C	12153	3	2		FUS	+
C	12153	3	3		CREB3L2	+
C	12163	1	1		TMPRSS2	+
C	12169	1	1		KMT2A	+
C	12170	1	1		IGH/CCND1	
C	12170	1	2		IGH	+
C	12170	1	3		CCND1	+
C	12170	1	4		IGH/FGFR3	
C	12170	1	5		IGH	+
C	12170	1	6		FGFR3	+
C	12172	1	1		FIP1L1/PDGFRA	
C	12172	1	2		FIP1L1	+
C	12172	1	3		PDGFRA	+
C	12173	1	1		BIRC3/MALT1	
C	12173	1	2		BIRC3	+
C	12173	1	3		MALT1	+
C	12173	1	4		IGH/BCL10	
C	12173	1	5		IGH	+
C	12173	1	6		BCL10	+
C	12173	1	7		IGH/FOXP1	
C	12173	1	8		IGH	+
C	12173	1	9		FOXP1	+
C	12173	1	10		IGH/MALT1	
C	12173	1	11		IGH	+
C	12173	1	12		MALT1	+
C	12195	1	1		IGH/BCL2	
C	12195	1	2		IGH	+
C	12195	1	3		BCL2	+
C	12220	1	1		BCL6	+
C	12220	1	2		IGH/BCL2	
C	12220	1	3		IGH	+
C	12220	1	4		BCL2	+
C	12220	1	5		MYC	+
C	12221	1	1		TMPRSS2/ERG	
C	12221	1	2		TMPRSS2	+
C	12221	1	3		ERG	+
C	12224	1	1		KMT2A	+
C	12237	1	1		IGH/MYC	
C	12237	1	2		IGH	+
C	12237	1	3		MYC	+
C	12237	1	4		MYC	+
C	12272	1	1		EML4/ALK	
C	12272	1	2		EML4	+
C	12272	1	3		ALK	+
C	12273	1	1		MECOM	+
C	12283	1	1		COL1A1/PDGFB	
C	12283	1	2		COL1A1	+
C	12283	1	3		PDGFB	+
C	12284	1	1		TMPRSS2/ERG	
C	12284	1	2		TMPRSS2	+
C	12284	1	3		ERG	+
C	12292	1	1		IGH/ID4	
C	12292	1	2		IGH	+
C	12292	1	3		ID4	+
C	12303	1	1		LMO2	+
C	12303	1	2		PICALM/MLLT10	
C	12303	1	3		PICALM	+
C	12303	1	4		MLLT10	+
C	12303	1	5		STIL/TAL1	
C	12303	1	6		STIL	+
C	12303	1	7		TAL1	+
C	12303	1	8		TLX1	+
C	12303	1	9		TLX3	+
C	12321	1	1		CRTC1/MAML2	
C	12321	1	2		CRTC1	+
C	12321	1	3		MAML2	+
C	12335	1	1	+	MYCN	
C	12352	1	1		IGH/FGFR3	
C	12352	1	2		IGH	+
C	12352	1	3		FGFR3	+
C	12353	1	1		RUNX1/RUNX1T1	
C	12353	1	2		RUNX1	+
C	12353	1	3		RUNX1T1	+
C	12367	1	1		BCR/ABL1	
C	12367	1	2		BCR	+
C	12367	1	3		ABL1	+
C	12372	1	1		BCR/ABL1	
C	12372	1	2		BCR	+
C	12372	1	3		ABL1	+
C	12372	1	4		KMT2A	+
C	12403	1	1		IGH/CCND1	
C	12403	1	2		IGH	+
C	12403	1	3		CCND1	+
C	12403	1	4		IGH/FGFR3	
C	12403	1	5		IGH	+
C	12403	1	6		FGFR3	+
C	12421	1	1		ETV6/RUNX1	
C	12421	1	2		ETV6	+
C	12421	1	3		RUNX1	+
C	12427	1	1		TMPRSS2/ERG	
C	12427	1	2		TMPRSS2	+
C	12427	1	3		ERG	+
C	12429	1	1		BCR/ABL1	
C	12429	1	2		BCR	+
C	12429	1	3		ABL1	+
C	12431	1	1		ETV6	+
C	12446	1	1		HMGA2/ACKR3	
C	12446	1	2		HMGA2	+
C	12446	1	3		ACKR3	+
C	12446	1	4		HMGA2/LPP	
C	12446	1	5		HMGA2	+
C	12446	1	6		LPP	+
C	12457	1	1		TMPRSS2/ERG	
C	12457	1	2		TMPRSS2	+
C	12457	1	3		ERG	+
C	12464	1	1		BIRC3/MALT1	
C	12464	1	2		BIRC3	+
C	12464	1	3		MALT1	+
C	12476	1	1		IGH/FGFR3	
C	12476	1	2		IGH	+
C	12476	1	3		FGFR3	+
C	12483	1	1		IGH/CCND1	
C	12483	1	2		IGH	+
C	12483	1	3		CCND1	+
C	12483	1	4		IGH/FGFR3	
C	12483	1	5		IGH	+
C	12483	1	6		FGFR3	+
C	12483	1	7		IGH/MAF	
C	12483	1	8		IGH	+
C	12483	1	9		MAF	+
C	12483	1	10	+	MYC	
C	12486	1	1		TMPRSS2/ERG	
C	12486	1	2		TMPRSS2	+
C	12486	1	3		ERG	+
C	12486	1	4		TMPRSS2/ETV1	
C	12486	1	5		TMPRSS2	+
C	12486	1	6		ETV1	+
C	12486	1	7		TMPRSS2/ETV4	
C	12486	1	8		TMPRSS2	+
C	12486	1	9		ETV4	+
C	12493	1	1	+	RUNX1	
C	12508	1	1		ETV6/RUNX1	
C	12508	1	2		ETV6	+
C	12508	1	3		RUNX1	+
C	12549	1	1		TMPRSS2/ERG	
C	12549	1	2		TMPRSS2	+
C	12549	1	3		ERG	+
C	12550	1	1		TMPRSS2/ERG	
C	12550	1	2		TMPRSS2	+
C	12550	1	3		ERG	+
C	12551	1	1		KMT2A	+
C	12566	1	1		BCR/ABL1	
C	12566	1	2		BCR	+
C	12566	1	3		ABL1	+
C	12567	1	1		KAT6A/CREBBP	
C	12567	1	2		KAT6A	+
C	12567	1	3		CREBBP	+
C	12589	1	1		IGH/CCND1	
C	12589	1	2		IGH	+
C	12589	1	3		CCND1	+
C	12605	1	1		RUNX1/RUNX1T1	
C	12605	1	2		RUNX1	+
C	12605	1	3		RUNX1T1	+
C	12613	1	1		BCR/ABL1	
C	12613	1	2		BCR	+
C	12613	1	3		ABL1	+
C	12613	1	4		ETV6/RUNX1	
C	12613	1	5		ETV6	+
C	12613	1	6		RUNX1	+
C	12613	1	7		KMT2A	+
C	12629	1	1		MYC	+
C	12630	1	1		BCR/ABL1	
C	12630	1	2		BCR	+
C	12630	1	3		ABL1	+
C	12630	1	4		ETV6/RUNX1	
C	12630	1	5		ETV6	+
C	12630	1	6		RUNX1	+
C	12630	1	7		KMT2A	+
C	12695	1	1		MYC	+
C	12705	1	1		BIRC3/MALT1	
C	12705	1	2		BIRC3	+
C	12705	1	3		MALT1	+
C	12706	1	1		TMPRSS2/ERG	
C	12706	1	2		TMPRSS2	+
C	12706	1	3		ERG	+
C	12710	1	1		IGH/FGFR3	
C	12710	1	2		IGH	+
C	12710	1	3		FGFR3	+
C	12712	1	1		EML4/ALK	
C	12712	1	2		EML4	+
C	12712	1	3		ALK	+
C	12712	2	1		EML4/ALK	
C	12712	2	2		EML4	+
C	12712	2	3		ALK	+
C	12712	3	1		EML4/ALK	
C	12712	3	2		EML4	+
C	12712	3	3		ALK	+
C	12712	4	1		EML4/ALK	
C	12712	4	2		EML4	+
C	12712	4	3		ALK	+
C	12751	1	1		BCR/ABL1	
C	12751	1	2		BCR	+
C	12751	1	3		ABL1	+
C	12761	1	1		TMPRSS2/ERG	
C	12761	1	2		TMPRSS2	+
C	12761	1	3		ERG	+
C	12764	1	1		TFE3	+
C	12768	1	1		BCR/ABL1	
C	12768	1	2		BCR	+
C	12768	1	3		ABL1	+
C	12774	1	1		NUP214/ABL1	
C	12774	1	2		NUP214	+
C	12774	1	3		ABL1	+
C	12789	1	1		IGH/BCL11A	
C	12789	1	2		IGH	+
C	12789	1	3		BCL11A	+
C	12790	1	1		RUNX1/RUNX1T1	
C	12790	1	2		RUNX1	+
C	12790	1	3		RUNX1T1	+
C	12794	1	1	+	MYC	
C	12794	1	2	+	MYCN	
C	12810	1	1		KMT2A	+
C	12819	1	1		IGH/BCL2	
C	12819	1	2		IGH	+
C	12819	1	3		BCL2	+
C	12827	1	1		TMPRSS2/ERG	
C	12827	1	2		TMPRSS2	+
C	12827	1	3		ERG	+
C	12840	1	1		BCR/ABL1	
C	12840	1	2		BCR	+
C	12840	1	3		ABL1	+
C	12840	1	4		KMT2A/AFF1	
C	12840	1	5		KMT2A	+
C	12840	1	6		AFF1	+
C	12840	1	7		TCF3/PBX1	
C	12840	1	8		TCF3	+
C	12840	1	9		PBX1	+
C	12848	1	1		KMT2A	+
C	12848	2	1		KMT2A	+
C	12849	1	1		TMPRSS2/ERG	
C	12849	1	2		TMPRSS2	+
C	12849	1	3		ERG	+
C	12873	1	1		KAT6A/CREBBP	
C	12873	1	2		KAT6A	+
C	12873	1	3		CREBBP	+
C	12875	1	1		IGH/BCL2	
C	12875	1	2		IGH	+
C	12875	1	3		BCL2	+
C	12896	1	1		KMT2A	+
C	12902	1	1		TMPRSS2/ERG	
C	12902	1	2		TMPRSS2	+
C	12902	1	3		ERG	+
C	12923	1	1		TMPRSS2/ERG	
C	12923	1	2		TMPRSS2	+
C	12923	1	3		ERG	+
C	12930	1	1		NUP98/HOXA9	
C	12930	1	2		NUP98	+
C	12930	1	3		HOXA9	+
C	12938	1	1		IGH/BCL2	
C	12938	1	2		IGH	+
C	12938	1	3		BCL2	+
C	12941	1	1		TMPRSS2/ERG	
C	12941	1	2		TMPRSS2	+
C	12941	1	3		ERG	+
C	12942	1	1		ERG	+
C	12973	1	1		IGH/FGFR3	
C	12973	1	2		IGH	+
C	12973	1	3		FGFR3	+
C	12974	1	1		IGH/FGFR3	
C	12974	1	2		IGH	+
C	12974	1	3		FGFR3	+
C	12974	1	4		IGH/MAF	
C	12974	1	5		IGH	+
C	12974	1	6		MAF	+
C	12976	1	1		TCF3/PBX1	
C	12976	1	2		TCF3	+
C	12976	1	3		PBX1	+
C	12986	1	1		EML4/ALK	
C	12986	1	2		EML4	+
C	12986	1	3		ALK	+
C	13004	1	1		PML/RARA	
C	13004	1	2		PML	+
C	13004	1	3		RARA	+
C	13009	1	1		KMT2A	+
C	13021	1	1		CBFB/MYH11	
C	13021	1	2		CBFB	+
C	13021	1	3		MYH11	+
C	13021	1	4		RUNX1/RUNX1T1	
C	13021	1	5		RUNX1	+
C	13021	1	6		RUNX1T1	+
C	13054	1	1		BCR/ABL1	
C	13054	1	2		BCR	+
C	13054	1	3		ABL1	+
C	13055	1	1		BCR/ABL1	
C	13055	1	2		BCR	+
C	13055	1	3		ABL1	+
C	13060	1	1		MYC	+
C	13074	1	1		ETV6/RUNX1	
C	13074	1	2		ETV6	+
C	13074	1	3		RUNX1	+
C	13089	1	1		BCR/ABL1	
C	13089	1	2		BCR	+
C	13089	1	3		ABL1	+
C	13089	1	4		KMT2A	+
C	13092	1	1		CRTC1/MAML2	
C	13092	1	2		CRTC1	+
C	13092	1	3		MAML2	+
C	13092	1	4		CRTC3/MAML2	
C	13092	1	5		CRTC3	+
C	13092	1	6		MAML2	+
C	13099	1	1		BCL2	+
C	13100	1	1		TMPRSS2/ERG	
C	13100	1	2		TMPRSS2	+
C	13100	1	3		ERG	+
C	13131	1	1		IGH/BCL2	
C	13131	1	2		IGH	+
C	13131	1	3		BCL2	+
C	13131	1	4		MYC	+
C	13133	1	1		COL1A1/PDGFB	
C	13133	1	2		COL1A1	+
C	13133	1	3		PDGFB	+
C	13136	1	1		BCR/ABL1	
C	13136	1	2		BCR	+
C	13136	1	3		ABL1	+
C	13136	1	4		KMT2A	+
C	13136	1	5		TCF3/PBX1	
C	13136	1	6		TCF3	+
C	13136	1	7		PBX1	+
C	13137	1	1		ETV6/RUNX1	
C	13137	1	2		ETV6	+
C	13137	1	3		RUNX1	+
C	13138	1	1		BCR/ABL1	
C	13138	1	2		BCR	+
C	13138	1	3		ABL1	+
C	13138	1	4		ETV6/RUNX1	
C	13138	1	5		ETV6	+
C	13138	1	6		RUNX1	+
C	13138	1	7		KMT2A/AFF1	
C	13138	1	8		KMT2A	+
C	13138	1	9		AFF1	+
C	13139	1	1		ETV6/RUNX1	
C	13139	1	2		ETV6	+
C	13139	1	3		RUNX1	+
C	13140	1	1		ETV6/RUNX1	
C	13140	1	2		ETV6	+
C	13140	1	3		RUNX1	+
C	13141	1	1		ETV6/RUNX1	
C	13141	1	2		ETV6	+
C	13141	1	3		RUNX1	+
C	13142	1	1		ETV6/RUNX1	
C	13142	1	2		ETV6	+
C	13142	1	3		RUNX1	+
C	13143	1	1		BCR/ABL1	
C	13143	1	2		BCR	+
C	13143	1	3		ABL1	+
C	13143	1	4		ETV6/RUNX1	
C	13143	1	5		ETV6	+
C	13143	1	6		RUNX1	+
C	13162	1	1		IGH/FGFR3	
C	13162	1	2		IGH	+
C	13162	1	3		FGFR3	+
C	13172	1	1	+	MYCN	
C	13176	1	1		CBFB/MYH11	
C	13176	1	2		CBFB	+
C	13176	1	3		MYH11	+
C	13176	1	4		RUNX1/RUNX1T1	
C	13176	1	5		RUNX1	+
C	13176	1	6		RUNX1T1	+
C	13193	1	1		EWSR1/ERG	
C	13193	1	2		EWSR1	+
C	13193	1	3		ERG	+
C	13193	1	4		EWSR1/FLI1	
C	13193	1	5		EWSR1	+
C	13193	1	6		FLI1	+
C	13194	1	1		EWSR1/FLI1	
C	13194	1	2		EWSR1	+
C	13194	1	3		FLI1	+
C	13205	1	1		ETV6/NTRK3	
C	13205	1	2		ETV6	+
C	13205	1	3		NTRK3	+
C	13206	1	1		PAX3/FOXO1	
C	13206	1	2		PAX3	+
C	13206	1	3		FOXO1	+
C	13206	2	1		PAX3/FOXO1	
C	13206	2	2		PAX3	+
C	13206	2	3		FOXO1	+
C	13209	1	1		ETV6/RUNX1	
C	13209	1	2		ETV6	+
C	13209	1	3		RUNX1	+
C	13209	1	4		TCF3/PBX1	
C	13209	1	5		TCF3	+
C	13209	1	6		PBX1	+
C	13211	1	1		BCR/ABL1	
C	13211	1	2		BCR	+
C	13211	1	3		ABL1	+
C	13211	1	4		ETV6/RUNX1	
C	13211	1	5		ETV6	+
C	13211	1	6		RUNX1	+
C	13211	1	7		KMT2A	+
C	13220	1	1		IGH/BCL2	
C	13220	1	2		IGH	+
C	13220	1	3		BCL2	+
C	13240	1	1		SLC45A3/ERG	
C	13240	1	2		SLC45A3	+
C	13240	1	3		ERG	+
C	13240	1	4		TMPRSS2/ERG	
C	13240	1	5		TMPRSS2	+
C	13240	1	6		ERG	+
C	13267	1	1		CBFB/MYH11	
C	13267	1	2		CBFB	+
C	13267	1	3		MYH11	+
C	13267	1	4		KMT2A/MLLT3	
C	13267	1	5		KMT2A	+
C	13267	1	6		MLLT3	+
C	13267	1	7		KMT2A	+
C	13267	1	8		RUNX1/RUNX1T1	
C	13267	1	9		RUNX1	+
C	13267	1	10		RUNX1T1	+
C	13275	1	1		PML/RARA	
C	13275	1	2		PML	+
C	13275	1	3		RARA	+
C	13276	1	1		ETV6/RUNX1	
C	13276	1	2		ETV6	+
C	13276	1	3		RUNX1	+
C	13300	1	1		P2RY8/CRLF2	
C	13300	1	2		P2RY8	+
C	13300	1	3		CRLF2	+
C	13312	1	1		KMT2A	+
C	13313	1	1		CBFB/MYH11	
C	13313	1	2		CBFB	+
C	13313	1	3		MYH11	+
C	13313	1	4		KMT2A	+
C	13313	1	5		PML/RARA	
C	13313	1	6		PML	+
C	13313	1	7		RARA	+
C	13313	1	8		RUNX1/RUNX1T1	
C	13313	1	9		RUNX1	+
C	13313	1	10		RUNX1T1	+
C	13314	1	1		IGH	+
C	13316	1	1		ETV6/ABL1	
C	13316	1	2		ETV6	+
C	13316	1	3		ABL1	+
C	13346	1	1		KIAA1549/BRAF	
C	13346	1	2		KIAA1549	+
C	13346	1	3		BRAF	+
C	13347	1	1		BCR/ABL1	
C	13347	1	2		BCR	+
C	13347	1	3		ABL1	+
C	13347	1	4		ETV6/RUNX1	
C	13347	1	5		ETV6	+
C	13347	1	6		RUNX1	+
C	13347	1	7		KMT2A	+
C	13347	1	8		TCF3/PBX1	
C	13347	1	9		TCF3	+
C	13347	1	10		PBX1	+
C	13348	1	1		IGH/FGFR3	
C	13348	1	2		IGH	+
C	13348	1	3		FGFR3	+
C	13348	1	4		IGH/MAF	
C	13348	1	5		IGH	+
C	13348	1	6		MAF	+
C	13348	1	7		IGH/MAFB	
C	13348	1	8		IGH	+
C	13348	1	9		MAFB	+
C	13348	2	1		IGH/FGFR3	
C	13348	2	2		IGH	+
C	13348	2	3		FGFR3	+
C	13348	2	4		IGH/MAF	
C	13348	2	5		IGH	+
C	13348	2	6		MAF	+
C	13348	2	7		IGH/MAFB	
C	13348	2	8		IGH	+
C	13348	2	9		MAFB	+
C	13349	1	1		IGH/BCL2	
C	13349	1	2		IGH	+
C	13349	1	3		BCL2	+
C	13371	1	1		IGH/CCND1	
C	13371	1	2		IGH	+
C	13371	1	3		CCND1	+
C	13371	1	4		IGH/FGFR3	
C	13371	1	5		IGH	+
C	13371	1	6		FGFR3	+
C	13371	1	7		IGH/MAF	
C	13371	1	8		IGH	+
C	13371	1	9		MAF	+
C	13374	1	1		CRTC1/MAML2	
C	13374	1	2		CRTC1	+
C	13374	1	3		MAML2	+
C	13382	1	1		KMT2A	+
C	13385	1	1		IGH/FGFR3	
C	13385	1	2		IGH	+
C	13385	1	3		FGFR3	+
C	13385	1	4		IGH/MAF	
C	13385	1	5		IGH	+
C	13385	1	6		MAF	+
C	13408	1	1		FUS/ERG	
C	13408	1	2		FUS	+
C	13408	1	3		ERG	+
C	13426	1	1		ALK	+
C	13443	1	1		TMPRSS2/ERG	
C	13443	1	2		TMPRSS2	+
C	13443	1	3		ERG	+
C	13446	1	1		IGH/FGFR3	
C	13446	1	2		IGH	+
C	13446	1	3		FGFR3	+
C	13457	1	1		TMPRSS2/ERG	
C	13457	1	2		TMPRSS2	+
C	13457	1	3		ERG	+
C	13461	1	1		KMT2A	+
C	13493	1	1		IGH/MAF	
C	13493	1	2		IGH	+
C	13493	1	3		MAF	+
C	13521	1	1		IGH/FGFR3	
C	13521	1	2		IGH	+
C	13521	1	3		FGFR3	+
C	13521	1	4		IGH/NSD2	
C	13521	1	5		IGH	+
C	13521	1	6		NSD2	+
C	13551	1	1		TMPRSS2/ERG	
C	13551	1	2		TMPRSS2	+
C	13551	1	3		ERG	+
C	13560	1	1		IGH/CCND1	
C	13560	1	2		IGH	+
C	13560	1	3		CCND1	+
C	13560	1	4		IGH/FGFR3	
C	13560	1	5		IGH	+
C	13560	1	6		FGFR3	+
C	13560	1	7		IGH/MAF	
C	13560	1	8		IGH	+
C	13560	1	9		MAF	+
C	13575	1	1		BCL6	+
